section,key,hebrew,english
Top scorer unlocked,tsUnlocked.currentLeaders,המובילים כרגע,Current leaders
Top scorer unlocked,tsUnlocked.forwardsWings,החלוצים והכנפיים מהקבוצות החזקות,Forwards and wingers from top teams
Top scorer unlocked,tsUnlocked.allPlayers,כל שחקני המונדיאל,All World Cup players
Top scorer unlocked,tsUnlocked.showing,מציג {n} מתוך {total} תוצאות,Showing {n} of {total} results
Top scorer unlocked,tsUnlocked.fallbackPlayer,שחקן,Player
Top scorer unlocked,tsUnlocked.starBadge,⭐ כוכב,⭐ Star
Top scorer unlocked,tsUnlocked.confirmChange,להחליף את הבחירה?\n\nמ: {from}\nל: {to},Change your pick?\n\nFrom: {from}\nTo: {to}
Top scorer unlocked,tsUnlocked.saveError,שגיאה בשמירת הבחירה: {msg},Failed to save pick: {msg}
Top scorer unlocked,tsUnlocked.fallbackThePlayer,השחקן,the player
Top scorer unlocked,tsUnlocked.pickedToast,🥇 בחרת ב-{name}!,🥇 You picked {name}!
Top scorer unlocked,tsUnlocked.confirmClear,לבטל את הבחירה של מלך השערים?,Clear top scorer pick?
Top scorer unlocked,tsUnlocked.clearError,שגיאה בביטול הבחירה,Failed to clear pick
Top scorer unlocked,tsUnlocked.clearedToast,הבחירה בוטלה,Pick cleared
Members list,membersList.title,משתתפים,Members
Members list,membersList.total,"בסה""כ",Total
Members list,membersList.bet,הימרו,Bet
Members list,membersList.notYet,עוד לא,Not yet
Members list,membersList.partial,הימר על {n} בחירות,Made {n} picks
Members list,membersList.complete,השלים את הבתים,Completed groups
Members list,membersList.notStarted,עדיין לא הימר,Not started yet
Members list,membersList.allDone,✓ סיים את כל ההימור,✓ Locked in — all picks made
Members list,membersList.inProgress,"התחיל לבחור, עוד לא סיים","Started picking, not done yet"
Members list,membersList.noBets,עוד לא הימר,Hasn\'t bet yet
Members list,membersList.fallbackUser,משתמש,User
Members list,membersList.joinedToday,הצטרף היום,Joined today
Members list,membersList.joinedYesterday,הצטרף אתמול,Joined yesterday
Members list,membersList.joinedDaysAgo,הצטרף לפני {n} ימים,Joined {n} days ago
Members list,membersList.joinedOn,הצטרף ב-{date},Joined {date}
Members list,membersList.loadError,שגיאה בטעינת המשתתפים,Failed to load members
Recovery display,recoveryDisplay.title,קוד השחזור שלך,Your recovery code
Recovery display,recoveryDisplay.heroSubtitle,הקוד הזה הוצג רק פעם אחת כשהצטרפת. מסיבות אבטחה לא ניתן להציג אותו שוב.,This code was shown only once when you joined. For security it cannot be shown again.
Recovery display,recoveryDisplay.didntSave,לא שמרת את הקוד?,Didn\'t save the code?
Recovery display,recoveryDisplay.didntSaveText,פנה למארגן ההימור ובקש לייצר עבורך קוד חדש. הקוד הקיים יישאר תקף - יש לך 2 קודים בו זמנית.,Ask the pool admin to generate a new code for you. The old one stays valid — you can have 2 codes at once.
Recovery display,recoveryDisplay.whyTitle,למה אני צריך קוד שחזור?,Why do I need a recovery code?
Recovery display,recoveryDisplay.whyText,"קוד השחזור הוא הדרך היחידה להתחבר אם החלפת מכשיר, ניקית את הדפדפן, או רוצה להיכנס ממכשיר אחר. שמור אותו במקום בטוח!","The recovery code is the only way to log in if you change devices, clear your browser, or want to access from elsewhere. Keep it safe!"
Recovery display,recoveryDisplay.backBtn,"הבנתי, חזור לדשבורד","Got it, back to dashboard"
Recovery display,recoveryDisplay.copiedToast,✓ קוד השחזור הועתק,✓ Recovery code copied
Recovery display,recoveryDisplay.notFound,לא נמצא קוד שחזור,No recovery code found
Help,helpEx.section1Title,📋 איך מהמרים?,📋 How to bet
Help,helpEx.q1,1. הצטרפות להימור,1. Joining a pool
Help,helpEx.a1,"לחץ ""הצטרף להימור"" בדף הבית, הזן קוד 5 תווים שקיבלת מהמארגן, בחר כינוי ושמור את קוד השחזור.","Tap ""Join Pool"" on the home page, enter the 5-letter code from your admin, choose a nickname and save the recovery code."
Help,helpEx.q2,2. הימור על שלב הבתים,2. Group stage predictions
Help,helpEx.a2,בכל בית (12 בתים) בחר 2 או 3 קבוצות שיעלו לשלב הבא. סך הכל צריך לבחור בדיוק 32 קבוצות.,"In each of the 12 groups, pick 2 or 3 teams to advance. You must pick exactly 32 teams in total."
Help,helpEx.q3,3. ניקוד,3. Scoring
Help,helpEx.a3,תקבל נקודה (או יותר עם מכפילים) על כל קבוצה שניחשת נכון שתעלה לשלב הבא.,You earn a point (more with multipliers) for each correct prediction that advances.
Help,helpEx.section2Title,🎲 מכפילי סיכון,🎲 Risk multipliers
Help,helpEx.q4,⭐ פייבוריטית - ×1,⭐ Favorite — ×1
Help,helpEx.tierFav,פייבוריטית,Favorite
Help,helpEx.tierCont,מתמודדת,Contender
Help,helpEx.tierUnd,אנדרדוג,Underdog
Help,helpEx.a4,"קבוצות חזקות. ניחוש ""בטוח"" אבל נקודה אחת בלבד.","Strong teams. Safe pick, one point only."
Help,helpEx.q5,⚔️ מתמודדת - ×1.5,⚔️ Contender — ×1.5
Help,helpEx.a5,"קבוצות באמצע הדירוג. סיכון בינוני, פרס בינוני.","Mid-tier teams. Medium risk, medium reward."
Help,helpEx.q6,🐶 אנדרדוג - ×2,🐶 Underdog — ×2
Help,helpEx.a6,קבוצות חלשות. סיכון גבוה אבל נקודה כפולה אם צדקת!,"Weak teams. High risk, double points if you\'re right!"
Help,helpEx.section3Title,🔐 אבטחה ופרטיות,🔐 Security & Privacy
Help,helpEx.q7,איבדתי את קוד השחזור,I lost my recovery code
Help,helpEx.a7,פנה למארגן ההימור - רק הוא יכול לייצר עבורך קוד חדש. אנחנו לא שומרים את הקוד שלך בשרת מסיבות אבטחה.,Contact the pool admin — only they can generate a new code for you. We don\'t store your code on the server for security.
Help,helpEx.q8,אילו פרטים אישיים נשמרים?,What personal data is saved?
Help,helpEx.a8,"רק הכינוי שבחרת וההימורים שלך. אין דרישה לאימייל, טלפון או פרטים אישיים אחרים.","Only the nickname you chose and your picks. No email, phone, or other personal info required."
Help,helpEx.q9,מה קורה אחרי הטורניר?,What happens after the tournament?
Help,helpEx.a9,"30 ימים אחרי סיום המונדיאל, כל הנתונים נמחקים אוטומטית מהמערכת.","30 days after the World Cup ends, all data is automatically deleted from the system."
Help,helpEx.section4Title,💰 כסף ותשלומים,💰 Money & Payments
Help,helpEx.q10,איך עובדים התשלומים?,How do payments work?
Help,helpEx.a10,FriendlyBet לא מטפלת בכסף בכלל! כל המעורבות הכספית מתבצעת מחוץ לאפליקציה - בקבוצות וואטסאפ או טלגרם של ההימור.,FriendlyBet doesn\'t handle money at all! Any financial side happens outside the app — in your group\'s WhatsApp or Telegram.
Help,helpEx.footer,יש לך שאלה נוספת? פנה למארגן ההימור שלך.,More questions? Contact your pool admin.
Status modal,statusModal.almostTitle,כמעט סיימת!,Almost done!
Status modal,statusModal.missingPicks,חסר{plural} עוד {n} עול{pluralN},{n} more pick{plural} to go
Status modal,statusModal.doneTitle,מצוין! 🎉,Excellent! 🎉
Status modal,statusModal.doneSubtitle,בחרת את כל ה-32 העולות,You picked all 32 advancing teams
Status modal,statusModal.picked,בחרת,Picked
Status modal,statusModal.of,מתוך,of
Status modal,statusModal.missing,חסר,Missing
Status modal,statusModal.canAddTitle,בתים שאפשר להוסיף בהם עולה שלישית:,Groups where you can add a 3rd pick:
Status modal,statusModal.noGroupsToAdd,לא נמצאו בתים עם 2 עולות.<br/>תוכל להוסיף בכל בית.,No groups with 2 picks found.<br/>You can add in any group.
Status modal,statusModal.expandable,{n} בתים עם 2 עולות - לחץ כדי להוסיף שלישית:,{n} groups with 2 picks — tap to add a third:
Status modal,statusModal.closeBtn,סגור והמשך בעצמי,Close and continue
Generic / app.js toasts,errors.loadError,שגיאה בטעינה,Failed to load
Generic / app.js toasts,errors.unexpected,שגיאה לא צפויה,Unexpected error
Generic / app.js toasts,errors.unexpectedMsg,שגיאה לא צפויה: {msg},Unexpected error: {msg}
Generic / app.js toasts,errors.missingData,שגיאה - חסרים נתונים,Error — missing data
Generic / app.js toasts,errors.reconnect,שגיאה - אנא התחבר מחדש,Error — please log in again
Generic / app.js toasts,errors.tryAgain,שגיאה - אנא נסה שוב,Error — please try again
Generic / app.js toasts,errors.serverConnecting,מתחבר לשרת... נסה שוב בעוד רגע,Connecting to server... try again in a moment
Generic / app.js toasts,errors.serverConnectingShort,מתחבר לשרת...,Connecting to server...
Generic / app.js toasts,errors.serverConnectingRetry,מתחבר לשרת... נסה שוב,Connecting to server... try again
Generic / app.js toasts,errors.searchingPool,מחפש את ההימור...,Searching for pool...
Generic / app.js toasts,errors.poolSearchError,שגיאה בחיפוש ההימור. נסה שוב.,Pool search failed. Try again.
Generic / app.js toasts,errors.poolNotFoundCode,לא נמצא הימור עם הקוד {code},No pool found with code {code}
Generic / app.js toasts,errors.poolLockedNoJoin,🔒 ההימור הזה נעול ולא מקבל חברים חדשים,🔒 This pool is locked and not accepting new members
Generic / app.js toasts,errors.joinCodeRequired,נא להזין קוד הימור,Please enter a pool code
Generic / app.js toasts,errors.joinCodeLen,קוד הימור הוא 5 תווים,Pool code is 5 characters
Generic / app.js toasts,errors.creatingUser,יוצר משתמש...,Creating user...
Generic / app.js toasts,errors.creatingUserFail,שגיאה ביצירת המשתמש: {msg},Failed to create user: {msg}
Generic / app.js toasts,errors.creatingPool,יוצר את ההימור...,Creating pool...
Generic / app.js toasts,errors.uniqueCodeFail,שגיאה ביצירת קוד ייחודי,Failed to generate unique code
Generic / app.js toasts,errors.creatingPoolFail,שגיאה ביצירת ההימור: {msg},Failed to create pool: {msg}
Generic / app.js toasts,errors.creatingAdminFail,שגיאה ביצירת מנהל ההימור: {msg},Failed to create admin: {msg}
Generic / app.js toasts,errors.poolCreated,ההימור נוצר בהצלחה! 🎉,Pool created successfully! 🎉
Generic / app.js toasts,errors.alreadyMember,"אתה כבר חבר בהימור.\n\nכדי להצטרף להימור חדש, תצטרך לצאת מהקיים.\n\nלצאת ולהצטרף להימור החדש?","You\'re already in a pool.\n\nTo join a new pool, you must leave the current one.\n\nLeave and join the new pool?"
v2.0.0 - Wizard,wizard.title,הגדרת ההימור,Pool Setup
v2.0.0 - Wizard,wizard.stepLabel,שלב {n} מתוך {total},Step {n} of {total}
v2.0.0 - Wizard,wizard.continueToSetup,המשך להגדרת ההימור,Continue to setup
v2.0.0 - Wizard,wizard.next,הבא,Next
v2.0.0 - Wizard,wizard.back,חזור,Back
v2.0.0 - Wizard,wizard.createPool,צור הימור,Create Pool
v2.0.0 - Wizard,wizard.recommended,מומלץ ⭐,Recommended ⭐
v2.0.0 - Wizard,wizard.advanced,מתקדם,Advanced
v2.0.0 - Wizard,wizard.step1.title,בחר את שיטת ההימור,Choose Betting Mode
v2.0.0 - Wizard,wizard.step1.subtitle,איך השחקנים שלך יהמרו?,How will your players place their bets?
v2.0.0 - Wizard,wizard.step1.singlePhase.title,הימור חד-פעמי,Single Phase Betting
v2.0.0 - Wizard,wizard.step1.singlePhase.description,"השחקנים מהמרים פעם אחת לפני תחילת המונדיאל. הם מנחשים הכל: מיקום בבתים, שלב הנוקאאוט המלא, מנצחת הטורניר, ומלך השערים.","Players bet ONCE before the tournament starts. They predict everything: group positions, full bracket, tournament winner, and top scorer."
v2.0.0 - Wizard,wizard.step1.twoPhase.title,הימור דו-שלבי,Two-Phase Betting
v2.0.0 - Wizard,wizard.step1.twoPhase.description,"השחקנים מהמרים פעמיים: פעם לפני הבתים (רק על הקבוצות שיעלו מהבית), ופעם נוספת אחרי הבתים על שלב הנוקאאוט ומלך השערים. יותר ריאלי, אבל דורש כניסה להימור בשני זמנים שונים.","Players bet TWICE: once before the groups (only group qualifiers), then again after the groups for knockout + top scorer. More realistic, but requires betting at two separate times."
v2.0.0 - Wizard,wizard.step2.title,חוקי הניקוד,Scoring Rules
v2.0.0 - Wizard,wizard.step2.subtitle,איך מחושבות נקודות?,How are points calculated?
v2.0.0 - Wizard,wizard.step2.useDefaults,שימוש בחוקים המומלצים,Use Recommended Rules
v2.0.0 - Wizard,wizard.step2.useDefaults.desc,הגדרות מאוזנות שמתאימות לרוב הקבוצות.,Balanced settings that work for most groups.
v2.0.0 - Wizard,wizard.step2.customize,התאמה אישית של החוקים,Customize Rules
v2.0.0 - Wizard,wizard.step2.customize.desc,קבע בעצמך את הניקוד לכל שלב.,Set the points for each stage yourself.
v2.0.0 - Wizard,wizard.step3.title,סיכום ויצירה,Review & Create
v2.0.0 - Wizard,wizard.step3.subtitle,בדוק את ההגדרות לפני יצירת ההימור,Check the settings before creating the pool
v2.0.0 - Wizard,wizard.summary.poolName,שם ההימור,Pool name
v2.0.0 - Wizard,wizard.summary.admin,המארגן,Admin
v2.0.0 - Wizard,wizard.summary.mode,שיטת הימור,Betting mode
v2.0.0 - Wizard,wizard.summary.totalPoints,סך נקודות מקסימלי,Max total points
v2.0.0 - Wizard,wizard.summary.rules,חוקי הניקוד,Scoring rules
v2.0.0 - Wizard,wizard.rule.group_first,מקום ראשון בבית,Group 1st place
v2.0.0 - Wizard,wizard.rule.group_second,מקום שני בבית,Group 2nd place
v2.0.0 - Wizard,wizard.rule.group_third,מקום שלישי בבית,Group 3rd place
v2.0.0 - Wizard,wizard.rule.group_fourth,מקום רביעי בבית,Group 4th place
v2.0.0 - Wizard,wizard.rule.round_of_32,סבב 32,Round of 32
v2.0.0 - Wizard,wizard.rule.round_of_16,שמינית גמר,Round of 16
v2.0.0 - Wizard,wizard.rule.quarter_final,רבע גמר,Quarter Final
v2.0.0 - Wizard,wizard.rule.semi_final,חצי גמר,Semi Final
v2.0.0 - Wizard,wizard.rule.final,גמר,Final
v2.0.0 - Wizard,wizard.rule.tournament_winner,מנצחת הטורניר,Tournament Winner
v2.0.0 - Wizard,wizard.rule.top_scorer,מלך השערים,Top Scorer
v2.0.0 - Wizard,wizard.ruleGroup.group,שלב הבתים,Group stage
v2.0.0 - Wizard,wizard.ruleGroup.knockout,נוקאאוט,Knockout
v2.0.0 - Wizard,wizard.ruleGroup.bonus,בונוסים,Bonus
v2.0.0 - Wizard,wizard.ruleGroup.winner,מנצחת הטורניר,Tournament winner
v2.0.0 - Wizard,wizard.rule.advancing_team,כל קבוצה שעולה מהבית,Each advancing team
v2.0.0 - Wizard,wizard.multipliers.explainTitle,איך זה עובד,How it works
v2.0.0 - Wizard,wizard.multipliers.explain,"כל קבוצה מסווגת לאחד משלושה דירוגים לפי דירוג FIFA. הימור על קבוצה חלשה יותר שמתממש מזכה אותך ביותר נקודות: פייבוריטית ×1, מתמודדת ×1.5, אנדרדוג ×2. המכפיל מוחל על הנקודות שמרוויחים על הקבוצה הזו בלבד.","Every team is rated in one of three tiers based on FIFA ranking. Correctly betting on a weaker team scores you more: Favorite ×1, Contender ×1.5, Underdog ×2. The multiplier applies only to points earned from that specific team."
v2.0.0 - Wizard,wizard.multipliers.singlePhaseNote,בהימור חד-שלבי המכפילים משפיעים רק משלב הנוקאאוט. ניחושי הבתים שווים נקודה אחת לכל קבוצה.,"In single-phase pools, multipliers apply only from the knockout stage onward. Group-position picks award one flat point per team."
v2.0.0 - Wizard,wizard.multipliers.powerOn,מכפילים מופעלים,Multipliers on
v2.0.0 - Wizard,wizard.multipliers.powerOff,מכפילים כבויים,Multipliers off
v2.0.0 - Wizard,wizard.multipliers.optional,אופציונלי,Optional
v2.0.0 - Wizard,wizard.multipliers.perTeamTitle,מכפיל סיכון פר-קבוצה (אופציונלי),Per-team multiplier (optional)
v2.0.0 - Wizard,wizard.multipliers.perTeamHelp,אפשר להגדיר ידנית מכפיל לקבוצה מסוימת. ערכים שלא נגעת בהם נשארים על מכפיל הקטגוריה.,Override the multiplier for a specific team. Untouched teams stay on the category multiplier.
v2.0.0 - Wizard,wizard.multipliers.perTeamReset,איפוס לכל הקבוצות,Reset all teams
v2.0.0 - Single-phase betting,betting.singlePhase.title,הימור חד-פעמי,Single Phase Betting
v2.0.0 - Single-phase betting,betting.groupPositions.title,מיקום בבתים,Group Positions
v2.0.0 - Single-phase betting,betting.groupPositions.instructions,הקבוצות מסודרות לפי דירוג FIFA. גרור כדי לשנות את הסדר.,Teams are pre-sorted by FIFA ranking. Drag to reorder them.
v2.0.0 - Single-phase betting,betting.groupPositions.scoringNote,"נקודה על כל מיקום שניחשת נכון בסיום שלב הבתים, בלי קשר לקבוצות שעלו.",1 point for each position you correctly predict at the end of the group stage — regardless of which teams advance.
v2.0.0 - Single-phase betting,betting.groupStep,בית {n} מתוך {total},Group {n} of {total}
v2.0.0 - Single-phase betting,betting.position.1,מקום ראשון,First place
v2.0.0 - Single-phase betting,betting.position.2,מקום שני,Second place
v2.0.0 - Single-phase betting,betting.position.3,מקום שלישי,Third place
v2.0.0 - Single-phase betting,betting.position.4,מקום רביעי,Fourth place
v2.0.0 - Single-phase betting,betting.groupFull,הבית מלא. הסר קבוצה כדי להחליף.,Group is full. Remove a team to replace.
v2.0.0 - Single-phase betting,betting.groupsIncomplete,חסרות תוצאות בבתים: {letters},Missing predictions for groups: {letters}
v2.0.0 - Single-phase betting,betting.groupsIncompleteHint,התקדמת עם בתים חסרים: {letters}. תמיד אפשר לחזור ולהשלים.,Moved on with incomplete groups: {letters}. You can always come back.
v2.0.0 - Single-phase betting,betting.finalMissingHint,התקדמת בלי לבחור את מנצחת הגמר. תמיד אפשר לחזור.,Moved on without picking the final winner. You can always come back.
v2.0.0 - Single-phase betting,betting.partialSaveHint,✓ ההימור נשמר. עוד נשאר: {details},✓ Picks saved. Still left: {details}
v2.0.0 - Single-phase betting,betting.continueToBracket,המשך לברקאט,Continue to bracket
v2.0.0 - Single-phase betting,betting.skipForNow,דלג בינתיים — נחזור לזה אחר כך,Skip for now — I\'ll come back
v2.0.0 - Single-phase betting,betting.bracket.title,שלב הנוקאאוט שלך,Your Bracket
v2.0.0 - Single-phase betting,betting.bracket.instructions,שלב הנוקאאוט נוצר מתוצאות הבתים שלך. בכל משחק - בחר את המנצח.,Your bracket is built from your group predictions. For each match - pick the winner.
v2.0.0 - Single-phase betting,betting.tournamentWinner.title,מנצחת הטורניר,Tournament Winner
v2.0.0 - Single-phase betting,betting.tournamentWinner.question,מי תזכה במונדיאל?,Who wins the World Cup?
v2.0.0 - Single-phase betting,betting.tournamentWinner.subtitle,בחר את הקבוצה שלדעתך תרים את הגביע,Pick the team you think will lift the trophy
v2.0.0 - Single-phase betting,betting.winnerRequired,בחר את מנצחת הטורניר,Please pick a tournament winner
v2.0.0 - Single-phase betting,betting.finalRequired,בחר את המנצחת של משחק הגמר לפני שתמשיך,Pick the final match winner before you continue
v2.0.0 - Single-phase betting,betting.summary.title,סיכום הניחושים,Predictions Summary
v2.0.0 - Single-phase betting,betting.summary.warning,תוכל לערוך את הניחושים כל עוד המונדיאל לא התחיל. ברגע שמשחק ראשון מתחיל - הניחושים יינעלו.,"You can edit your predictions any time before the tournament starts. Once the first match begins, they lock automatically."
v2.0.0 - Single-phase betting,betting.summary.groups,תוצאות הבתים,Group Predictions
v2.0.0 - Single-phase betting,betting.summary.bracket,ברקאט,Bracket
v2.0.0 - Single-phase betting,betting.summary.winner,מנצחת הטורניר,Tournament Winner
v2.0.0 - Single-phase betting,betting.summary.topScorer,מלך השערים,Top Scorer
v2.0.0 - Single-phase betting,betting.summary.submit,שמור את הניחושים שלי,Save my predictions
v2.0.0 - Single-phase betting,betting.saved,הניחושים נשמרו! 🎯,Predictions saved! 🎯
v2.0.0 - Single-phase betting,betting.continueToSummary,המשך לסיכום,Continue to summary
v2.0.0 - Single-phase betting,betting.summary.editTopScorer,ערוך מלך שערים,Edit top scorer
v2.0.0 - Single-phase betting,betting.summary.editPicks,ערוך קבוצות וברקאט,Edit groups & bracket
v2.0.0 - Single-phase betting,betting.notPicked,לא נבחר,Not picked
v2.0.0 - Single-phase betting,betting.confirmSubmit,⚠️ לשלוח את הניחושים הסופיים?\n\nאחרי שליחה ותחילת הטורניר - לא ניתן יהיה לשנות!,"⚠️ Submit your final predictions?\n\nOnce submitted and the tournament starts, you cannot change them!"
v2.0.0 - Single-phase betting,betting.submitted,הניחושים נשלחו בהצלחה! 🎉,Predictions submitted! 🎉
v2.0.0 - Single-phase betting,betting.locked.title,הניחושים שלך,Your Predictions
v2.0.0 - Single-phase betting,betting.locked.heading,הניחושים נשלחו ונעולים,Predictions submitted and locked
v2.0.0 - Single-phase betting,betting.locked.message,לא ניתן לשנות יותר. צפה בניחושים שלך למטה.,No more changes allowed. View your predictions below.
v2.0.0 - Leaderboard breakdown,leaderboard.viewBracket,צפה בניחושי הנוקאאוט,View knockout picks
v2.0.0 - Leaderboard breakdown,leaderboard.bracketOfTitle,ניחושי הנוקאאוט של {name},Knockout picks · {name}
v2.0.0 - Leaderboard breakdown,leaderboard.breakdown.group,בתים,Groups
v2.0.0 - Leaderboard breakdown,leaderboard.breakdown.knockout,נוקאאוט,Knockout
v2.0.0 - Leaderboard breakdown,leaderboard.breakdown.bonus,בונוס,Bonus
v2.0.0 - Leaderboard breakdown,leaderboard.noPicks,אין ניחושים להצגה,No predictions to show
v2.1.4 - Dashboard reflow,dashboard.preTournament.title,המונדיאל עוד לא התחיל,Tournament hasn\'t started yet
v2.1.4 - Dashboard reflow,dashboard.preTournament.subtitle,הדירוג יופיע כאן כשהמשחקים יתחילו,Your rank will appear here once matches begin
v2.1.4 - Dashboard reflow,dashboard.progress.notStarted.title,מוכן להמר? 🎯,Ready to play? 🎯
v2.1.4 - Dashboard reflow,dashboard.progress.notStarted.subtitle,בחר את הקבוצות שלך וצא לדרך — לוקח רק כמה דקות,Pick your teams and lock it in — takes just a few minutes
v2.1.4 - Dashboard reflow,dashboard.progress.adminInviteFirst.title,מוכן להמר? 🎯,Ready to play? 🎯
v2.1.4 - Dashboard reflow,dashboard.progress.adminInviteFirst.subtitle,"קודם כל הזמן חברים, ואחר כך תתחיל להמר בעצמך — לוקח רק כמה דקות","First invite your friends, then make your own picks — takes just a few minutes"
v2.1.4 - Dashboard reflow,dashboard.progress.partial.title,אתה בעיצומו של ההימור💪,You\'re cooking 💪
v2.1.4 - Dashboard reflow,dashboard.progress.partial.subtitle,עוד כמה בחירות וסיימת,A few more picks and you\'re done
v2.1.4 - Dashboard reflow,dashboard.progress.allSet.title,סגרת הכל! 🎉,ALL SET! 🎉
v2.1.4 - Dashboard reflow,dashboard.progress.allSet.subtitle,ההימור שלך בפנים. עוד אפשר לערוך עד שריקת הפתיחה של המונדיאל,Your picks are in. Still tweakable right up to the opening whistle
v2.1.4 - Dashboard reflow,dashboard.startCta.title,התחל להמר על המונדיאל,Start predicting the World Cup
v2.1.4 - Dashboard reflow,dashboard.startCta.subtitle,בחר את הקבוצות שלך לכל בית,Pick your teams for each group
v2.1.4 - Dashboard reflow,dashboard.continueCta.title,המשך את ההימור,Continue your predictions
v2.1.4 - Dashboard reflow,dashboard.continueCta.partialGroups,השלמת {n} מתוך {total} בתים,{n} of {total} groups done
v2.1.4 - Dashboard reflow,dashboard.continueCta.almostDone,עוד צעד אחד - ברקאט ומלך השערים,One more step - bracket and top scorer
v2.1.4 - Dashboard reflow,dashboard.editCta.title,ערוך את ההימור שלך,Edit your predictions
v2.1.4 - Dashboard reflow,dashboard.viewCta.title,צפה בניחושים שלך,View your predictions
v2.1.4 - Dashboard reflow,dashboard.viewCta.subtitle,עדכן או ערוך עד שהמונדיאל מתחיל,Update or edit until the tournament starts
v2.1.0 - Recovery code screen,recovery.poolCreated.title,ההימור נוצר!,Pool Created!
v2.1.0 - Recovery code screen,recovery.poolCreated.subtitle,ברוך הבא להימור שלך!,Welcome to your pool!
v2.1.0 - Recovery code screen,recovery.joined.title,הצטרפת!,You\'re In!
v2.1.0 - Recovery code screen,recovery.joined.subtitle,בוא נתחיל לנחש!,Get ready to predict!
v2.1.0 - Recovery code screen,recovery.codeLabel,קוד השחזור האישי שלך,Your Personal Recovery Code
v2.1.0 - Recovery code screen,recovery.warning.title,שמור את הקוד!,Save this code!
v2.1.0 - Recovery code screen,recovery.warning.text,תצטרך אותו כדי להתחבר ממכשיר אחר או אם המכשיר הנוכחי יתנתק.,You\'ll need it to access your account from another device or if this one is disconnected.
v2.1.0 - Recovery code screen,recovery.privacy,שמור על פרטיות. אל תשתף.,Keep it private. Don\'t share.
v2.1.0 - Recovery code screen,recovery.adminHelp.title,איבדת את הקוד? אין בעיה.,Lost the code? No worries.
v2.1.0 - Recovery code screen,recovery.adminHelp.text,תמיד אפשר לבקש מהאדמין של ההימור שישלח לך קוד שחזור חדש בוואטסאפ או בטלגרם.,You can always ask the pool admin to send you a fresh recovery link on WhatsApp or Telegram.
v2.1.0 - Recovery code screen,recovery.button.copy,העתק,Copy
v2.1.0 - Recovery code screen,recovery.button.email,שלח במייל,Email yourself
v2.1.0 - Recovery code screen,recovery.button.download,הורד כקובץ,Download Text File
v2.1.0 - Recovery code screen,recovery.button.copied,✓ הועתק!,✓ Copied!
v2.1.0 - Recovery code screen,recovery.toast.copied,✓ הועתק ללוח!,✓ Copied to clipboard!
v2.1.0 - Recovery code screen,recovery.toast.downloaded,✓ הקובץ הורד!,✓ File downloaded!
v2.1.0 - Recovery code screen,recovery.button.continue,המשך להימור,Continue to Pool
v2.1.0 - Recovery code screen,recovery.button.close,סגור,Close
v2.1.0 - Recovery code screen,recovery.warningModal.title,שמרת את הקוד?,Did you save the code?
v2.1.0 - Recovery code screen,recovery.warningModal.text,"תצטרך את הקוד כדי להתחבר ממכשיר אחר, או מהמכשיר הזה אם תתנתק. בלי הקוד — אין דרך לחזור לחשבון.","You\'ll need this code to log in from another device, or from this device if you sign out. Without it, there\'s no way back into your account."
v2.1.0 - Recovery code screen,recovery.warningModal.saveCode,שמור את הקוד,Save Code
v2.1.0 - Recovery code screen,recovery.warningModal.continueAnyway,המשך בכל מקרה,Continue Anyway
v2.1.0 - Recovery code screen,recovery.warningModal.notYet,"עדיין לא, חזור לשמור","Not yet, go back to save"
v2.1.0 - Recovery code screen,recovery.warningModal.yesSaved,"כן, המשך להימור","Yes, continue to pool"
v2.1.0 - Recovery code screen,recovery.menu.viewCode,קוד השחזור שלי,My Recovery Code
v2.1.0 - Recovery code screen,recovery.viewMode.title,קוד השחזור שלך,Your Recovery Code
v2.1.0 - Recovery code screen,recovery.email.subject,קוד שחזור FriendlyBet,FriendlyBet Recovery Code
v2.1.0 - Recovery code screen,recovery.email.body,שלום! 👋\n\nזה קוד השחזור האישי שלך ל-FriendlyBet.\nשמור אותו במקום בטוח - תצטרך אותו כדי להתחבר.\n\nקוד שחזור: {code}\n\nהימור: {poolName}\nהיכנס דרך: https://friendlybet.live\n\n⚠️ שמור על פרטיות! אל תשתף עם אחרים.,Hi! 👋\n\nThis is your personal FriendlyBet recovery code.\nKeep it safe - you\'ll need it to access your account.\n\nRecovery Code: {code}\n\nPool: {poolName}\nLogin at: https://friendlybet.live\n\n⚠️ Keep this private! Don\'t share with anyone.
v2.1.0 - Recovery code screen,recovery.txt.header,קוד שחזור FriendlyBet,FriendlyBet Recovery Code
v2.1.0 - Recovery code screen,recovery.txt.codeLabel,קוד השחזור האישי שלך:,Your personal recovery code:
v2.1.0 - Recovery code screen,recovery.txt.poolLabel,הימור:,Pool:
v2.1.0 - Recovery code screen,recovery.txt.createdLabel,נוצר:,Created:
v2.1.0 - Recovery code screen,recovery.txt.important,חשוב:,IMPORTANT:
v2.1.0 - Recovery code screen,recovery.txt.warning1,שמור על קוד זה בפרטיות,Keep this code private
v2.1.0 - Recovery code screen,recovery.txt.warning2,אל תשתף עם אף אחד,Don\'t share with anyone
v2.1.0 - Recovery code screen,recovery.txt.warning3,תצטרך אותו כדי להתחבר לחשבון שלך,You\'ll need it to access your account
v2.1.0 - Recovery code screen,recovery.txt.loginAt,היכנס דרך:,Login at:
v2.4 additions (Hebrew),recovery.button.screenshot,שמור כתמונה,Save as image
